Id,Label,Degree,Weighted Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,X,Y,Z,Size,Color
semantic structure,semantic structure,4,4,2,6,0.243996,0.257413,0,0.007302,0.007302,0.000607,0,0.970613,0.532668,0.923006,0.023438,"#4269d0"
adult basic education,adult basic education,2,2,2,7,0.212892,0.221777,0,0.001082,0.001082,0.000395,0,0.648774,0.550252,0.95079,0.007812,"#4269d0"
adults learning mathematics,adults learning mathematics,2,2,2,7,0.212892,0.221777,0,0.001082,0.001082,0.000395,0,0.652438,0.538227,0.950032,0.007812,"#4269d0"
adult education,adult education,7,7,2,6,0.276256,0.293464,1112.433712,0.019615,0.019615,0.00083,0,0.834823,0.474121,0.883448,0.046875,"#4269d0"
empowerment,empowerment,8,8,2,6,0.300995,0.321062,1107.77803,0.049383,0.049383,0.00094,0,0.608324,0.703732,0.88004,0.054688,"#4269d0"
experiential learning,experiential learning,4,4,2,6,0.261956,0.276309,0,0.015746,0.015746,0.000517,0,0.990364,0.601252,0.924679,0.023438,"#4269d0"
gender differences,gender differences,10,10,4,6,0.269161,0.286464,4550.812706,0.011214,0.011214,0.001188,0,0.764916,0.091632,0.829609,0.070312,"#6cc5b0"
informal mathematics education,informal mathematics education,7,7,2,6,0.280742,0.299549,340.625507,0.031938,0.031938,0.000871,0,0.804196,0.452231,0.881288,0.046875,"#4269d0"
prison context,prison context,6,6,2,6,0.26047,0.276446,1170.044084,0.007908,0.007908,0.000768,0,0.761954,0.513978,0.888131,0.039062,"#4269d0"
adult skills,adult skills,4,4,2,7,0.2406,0.254234,0,0.004115,0.004115,0.000583,0,0.91565,0.545573,0.917535,0.023438,"#4269d0"
assessment,assessment,28,28,2,6,0.312148,0.340959,31592.752388,0.039401,0.039401,0.003554,0,0.719985,0.602713,0.593414,0.210938,"#4269d0"
piaac,piaac,4,4,2,7,0.2406,0.254234,0,0.004115,0.004115,0.000583,0,0.904007,0.548025,0.920313,0.023438,"#4269d0"
second cycle,second cycle,4,4,2,7,0.2406,0.254234,0,0.004115,0.004115,0.000583,0,0.90805,0.534753,0.916995,0.023438,"#4269d0"
adults,adults,6,6,4,7,0.223135,0.235451,1875.517116,0.001696,0.001696,0.000869,0,0.894883,0.109845,0.886801,0.039062,"#6cc5b0"
anxiety,anxiety,7,7,4,7,0.203299,0.214239,5308,0.000611,0.000611,0.001035,0,0.730755,0.133733,0.881221,0.046875,"#6cc5b0"
common european numeracy framework,common european numeracy framework,3,3,4,7,0.214022,0.223856,0,0.0012,0.0012,0.000489,0,0.880035,0.079237,0.935024,0.015625,"#6cc5b0"
examinations,examinations,3,3,4,7,0.203175,0.212737,0,0.000599,0.000599,0.000468,0,0.86682,0.063942,0.937319,0.015625,"#6cc5b0"
instruments,instruments,3,3,4,7,0.214022,0.223856,0,0.0012,0.0012,0.000489,0,0.883889,0.066589,0.935107,0.015625,"#6cc5b0"
self-efficacy,self-efficacy,10,10,4,6,0.248971,0.26594,7907.317874,0.00689,0.006889,0.001254,0,0.779842,0.088488,0.811607,0.070312,"#6cc5b0"
aesthetic,aesthetic,5,5,7,7,0.198272,0.20691,0,0.000513,0.000513,0.000694,0,0.370444,0.83539,0.925196,0.03125,"#a463f2"
ecological,ecological,5,5,7,7,0.198272,0.20691,0,0.000513,0.000513,0.000694,0,0.374678,0.821494,0.926902,0.03125,"#a463f2"
embodiment,embodiment,15,15,7,6,0.247076,0.263298,13729.649507,0.00582,0.00582,0.00193,0,0.380436,0.907829,0.776677,0.109375,"#a463f2"
geological,geological,5,5,7,7,0.198272,0.20691,0,0.000513,0.000513,0.000694,0,0.362487,0.824062,0.922887,0.03125,"#a463f2"
materiality,materiality,5,5,7,7,0.198272,0.20691,0,0.000513,0.000513,0.000694,0,0.358254,0.837957,0.928516,0.03125,"#a463f2"
political,political,5,5,7,7,0.198272,0.20691,0,0.000513,0.000513,0.000694,0,0.382635,0.832822,0.922435,0.03125,"#a463f2"
aesthetics,aesthetics,4,4,4,7,0.21201,0.221731,0,0.000831,0.000831,0.000575,0,0.904252,0.368026,0.916041,0.023438,"#6cc5b0"
covariational reasoning,covariational reasoning,13,13,4,6,0.252274,0.268871,8428.066142,0.006578,0.006578,0.001675,0,0.782269,0.176629,0.764353,0.09375,"#6cc5b0"
educational technology,educational technology,10,10,4,6,0.243105,0.259679,3745.928302,0.004509,0.004509,0.001279,0,0.789584,0.102357,0.816169,0.070312,"#6cc5b0"
music,music,4,4,4,7,0.21201,0.221731,0,0.000831,0.000831,0.000575,0,0.892608,0.370479,0.91598,0.023438,"#6cc5b0"
periodic functions,periodic functions,4,4,4,7,0.21201,0.221731,0,0.000831,0.000831,0.000575,0,0.896652,0.357206,0.916257,0.023438,"#6cc5b0"
affect,affect,18,18,1,6,0.28847,0.311332,6993.340251,0.043776,0.043776,0.002011,0,0.414734,0.152912,0.722514,0.132812,"#efb118"
beyond failure-and-success,beyond failure-and-success,7,7,1,7,0.275569,0.294344,0,0.03044,0.03044,0.000776,0,0.643779,0.279583,0.881562,0.046875,"#efb118"
bodies,bodies,7,7,1,7,0.275569,0.294344,0,0.03044,0.03044,0.000776,0,0.653131,0.22694,0.878668,0.046875,"#efb118"
cognition,cognition,6,6,1,6,0.250848,0.265965,0,0.011528,0.011528,0.000706,0,0.612572,0.310824,0.897965,0.039062,"#efb118"
concepts,concepts,7,7,1,7,0.275569,0.294344,0,0.03044,0.03044,0.000776,0,0.648517,0.242082,0.879902,0.046875,"#efb118"
creating together,creating together,7,7,1,7,0.275569,0.294344,0,0.03044,0.03044,0.000776,0,0.639846,0.229738,0.882612,0.046875,"#efb118"
early mathematics education,early mathematics education,13,13,1,6,0.290231,0.312397,4894.788325,0.037209,0.037209,0.001473,0,0.46096,0.266396,0.786235,0.09375,"#efb118"
emotions,emotions,10,10,2,6,0.305345,0.326784,4880.177164,0.05693,0.05693,0.001175,0,0.833897,0.698012,0.819627,0.070312,"#4269d0"
graphing,graphing,2,2,2,7,0.243372,0.254812,0,0.006562,0.006562,0.000307,0,0.687767,0.515127,0.955778,0.007812,"#4269d0"
identification,identification,3,3,1,7,0.223999,0.234179,0,0.00328,0.00328,0.000478,0,0.555585,0.162408,0.934872,0.015625,"#efb118"
preservice primary teachers,preservice primary teachers,3,3,1,7,0.223999,0.234179,0,0.00328,0.00328,0.000478,0,0.562828,0.17272,0.933877,0.015625,"#efb118"
proof,proof,25,25,1,5,0.29545,0.321074,23536.970756,0.033035,0.033035,0.003039,0,0.52442,0.243489,0.615477,0.1875,"#efb118"
proof construction,proof construction,6,6,1,6,0.250848,0.265965,0,0.011528,0.011528,0.000706,0,0.620886,0.32266,0.900804,0.039062,"#efb118"
relations in affective variables,relations in affective variables,3,3,1,7,0.223999,0.234179,0,0.00328,0.00328,0.000478,0,0.551731,0.175057,0.935456,0.015625,"#efb118"
sad affects,sad affects,7,7,1,7,0.275569,0.294344,0,0.03044,0.03044,0.000776,0,0.661802,0.239284,0.884236,0.046875,"#efb118"
secondary mathematics,secondary mathematics,6,6,1,6,0.250848,0.265965,0,0.011528,0.011528,0.000706,0,0.608148,0.325343,0.898325,0.039062,"#efb118"
survey,survey,9,9,1,6,0.252898,0.269822,1678.63999,0.01256,0.01256,0.001056,0,0.567182,0.407941,0.852937,0.0625,"#efb118"
affective system,affective system,3,3,2,7,0.243016,0.255225,0,0.006068,0.006068,0.000495,0,0.585683,0.872683,0.931486,0.015625,"#4269d0"
high school,high school,3,3,2,7,0.243016,0.255225,0,0.006068,0.006068,0.000495,0,0.581829,0.885332,0.934088,0.015625,"#4269d0"
proof awareness,proof awareness,3,3,2,7,0.243016,0.255225,0,0.006068,0.006068,0.000495,0,0.592926,0.882994,0.934927,0.015625,"#4269d0"
ai,ai,7,7,2,6,0.263773,0.281042,1265.448929,0.012369,0.012369,0.000898,0,0.812867,0.464575,0.890167,0.046875,"#4269d0"
attention,attention,4,4,2,6,0.248553,0.262497,0,0.007834,0.007834,0.000554,0,0.891134,0.481884,0.925453,0.023438,"#4269d0"
epistemic logic,epistemic logic,4,4,2,6,0.248553,0.262497,0,0.007834,0.007834,0.000554,0,0.88709,0.495156,0.923809,0.023438,"#4269d0"
interaction,interaction,10,10,2,6,0.257596,0.274881,2325.999335,0.00986,0.00986,0.001267,0,0.818971,0.701156,0.827199,0.070312,"#4269d0"
narrative analysis,narrative analysis,6,6,2,7,0.243194,0.25778,642.775248,0.006826,0.006826,0.000804,0,0.724274,0.481153,0.89139,0.039062,"#4269d0"
qualitative analysis,qualitative analysis,7,7,2,6,0.301677,0.322201,3595.218644,0.042049,0.042049,0.000856,0,0.799582,0.467374,0.862344,0.046875,"#4269d0"
secondary-tertiary transition,secondary-tertiary transition,20,20,6,6,0.2766,0.300113,18897.294583,0.025272,0.025272,0.002746,0,0.088593,0.723782,0.715811,0.148438,"#3ca951"
ai education,ai education,3,3,2,6,0.288971,0.30581,0,0.031346,0.031346,0.000487,0,0.590522,0.910391,0.934933,0.015625,"#4269d0"
machine learning,machine learning,6,6,2,6,0.289159,0.306937,3984,0.031783,0.031783,0.000981,0,0.762488,0.473103,0.881173,0.039062,"#4269d0"
support vector machine,support vector machine,3,3,2,6,0.288971,0.30581,0,0.031346,0.031346,0.000487,0,0.586668,0.923039,0.936176,0.015625,"#4269d0"
aims of modelling,aims of modelling,3,3,3,6,0.249625,0.26301,0,0.00622,0.00622,0.000493,0,0.119704,0.293157,0.937292,0.015625,"#ff725c"
general education,general education,3,3,3,6,0.249625,0.26301,0,0.00622,0.00622,0.000493,0,0.108607,0.295495,0.936324,0.015625,"#ff725c"
problem situations,problem situations,3,3,3,6,0.249625,0.26301,0,0.00622,0.00622,0.000493,0,0.112461,0.282846,0.9357,0.015625,"#ff725c"
al-khwarizmi,al-khwarizmi,4,4,2,7,0.24512,0.258544,0,0.010736,0.010736,0.000531,0,0.871938,0.5854,0.921687,0.023438,"#4269d0"
area,area,8,8,2,6,0.271744,0.289331,611.961031,0.030108,0.030108,0.000941,0,0.580661,0.709559,0.870302,0.054688,"#4269d0"
diagrams,diagrams,8,8,2,6,0.29486,0.314438,733.906885,0.042931,0.042931,0.000981,0,0.613128,0.687966,0.86457,0.054688,"#4269d0"
quadratic,quadratic,4,4,2,7,0.24512,0.258544,0,0.010736,0.010736,0.000531,0,0.875982,0.572128,0.921334,0.023438,"#4269d0"
analytical tool,analytical tool,4,4,2,6,0.248321,0.261695,0,0.007836,0.007836,0.000545,0,0.848638,0.612404,0.928073,0.023438,"#4269d0"
bi-institutional lesson study,bi-institutional lesson study,3,3,1,6,0.264981,0.281943,0,0.015321,0.015321,0.000437,0,0.516022,0.104976,0.93491,0.015625,"#efb118"
conceptual understanding,conceptual understanding,28,28,6,6,0.297098,0.323291,25864.867696,0.026244,0.026243,0.003469,0,0.183814,0.810187,0.618075,0.210938,"#3ca951"
equity,equity,4,4,6,6,0.252706,0.267393,0,0.008034,0.008034,0.000556,0,0.066237,0.816143,0.919969,0.023438,"#3ca951"
formative assessment,formative assessment,13,13,2,6,0.297032,0.323028,7563.454582,0.052165,0.052165,0.001598,0,0.755929,0.569504,0.792119,0.09375,"#4269d0"
institutional transition problem,institutional transition problem,3,3,1,6,0.264981,0.281943,0,0.015321,0.015321,0.000437,0,0.519876,0.092327,0.93738,0.015625,"#efb118"
language as a resource,language as a resource,2,2,2,6,0.266307,0.281292,0,0.01575,0.01575,0.000313,0,0.681279,0.525309,0.951185,0.007812,"#4269d0"
latent transition analysis,latent transition analysis,4,4,2,7,0.254883,0.269099,0,0.010122,0.010122,0.000543,0,0.854109,0.550929,0.925797,0.023438,"#4269d0"
learning,learning,3,3,2,6,0.296041,0.313887,0,0.037101,0.037101,0.000414,0,0.684425,0.7998,0.940406,0.015625,"#4269d0"
learning trajectories,learning trajectories,6,6,2,6,0.316453,0.339932,1359.478497,0.070461,0.070461,0.000725,0,0.737012,0.478469,0.896014,0.039062,"#4269d0"
linear equations,linear equations,3,3,2,7,0.243061,0.25535,0,0.008119,0.008119,0.00047,0,0.655917,0.968904,0.935752,0.015625,"#4269d0"
methodology,methodology,4,4,2,6,0.248321,0.261695,0,0.007836,0.007836,0.000545,0,0.956384,0.517508,0.927589,0.023438,"#4269d0"
online formative assessment,online formative assessment,3,3,2,7,0.243016,0.255225,0,0.006724,0.006724,0.000438,0,0.604491,0.88975,0.937761,0.015625,"#4269d0"
praxeology,praxeology,11,11,2,6,0.280624,0.300188,3293.555918,0.023599,0.023599,0.001284,0,0.641354,0.640778,0.82505,0.078125,"#4269d0"
rem,rem,4,4,2,6,0.248321,0.261695,0,0.007836,0.007836,0.000545,0,0.95234,0.53078,0.930143,0.023438,"#4269d0"
sign language,sign language,3,3,2,7,0.245481,0.258819,0,0.006799,0.006799,0.000437,0,0.67571,0.808331,0.937637,0.015625,"#4269d0"
sorting task,sorting task,3,3,2,7,0.243061,0.25535,0,0.008119,0.008119,0.00047,0,0.652063,0.981553,0.935226,0.015625,"#4269d0"
stem majors,stem majors,4,4,6,6,0.252706,0.267393,0,0.008034,0.008034,0.000556,0,0.054593,0.818595,0.918892,0.023438,"#3ca951"
structure sense,structure sense,5,5,2,6,0.294534,0.31306,712.135103,0.035493,0.035493,0.000719,0,0.610058,0.640928,0.900604,0.03125,"#4269d0"
tertiary students,tertiary students,4,4,6,6,0.252706,0.267393,0,0.008034,0.008034,0.000556,0,0.058637,0.805323,0.920535,0.023438,"#3ca951"
algebraic discourse,algebraic discourse,3,3,7,7,0.220364,0.231679,0,0.001261,0.001261,0.000474,0,0.397785,0.963019,0.934885,0.015625,"#a463f2"
digital learning environments,digital learning environments,3,3,7,7,0.220364,0.231679,0,0.001261,0.001261,0.000474,0,0.401639,0.95037,0.935722,0.015625,"#a463f2"
algebraic errors,algebraic errors,4,4,2,7,0.235117,0.245809,0,0.005224,0.005224,0.000595,0,0.924046,0.506932,0.913638,0.023438,"#4269d0"
algebraic manipulation,algebraic manipulation,4,4,2,7,0.235117,0.245809,0,0.005224,0.005224,0.000595,0,0.904802,0.498565,0.91915,0.023438,"#4269d0"
algebraic sense,algebraic sense,4,4,2,7,0.235117,0.245809,0,0.005224,0.005224,0.000595,0,0.916446,0.496112,0.919633,0.023438,"#4269d0"
higher education,higher education,11,11,2,6,0.307107,0.330391,6044.462531,0.064507,0.064507,0.001332,0,0.625881,0.644037,0.796056,0.078125,"#4269d0"
structural sense,structural sense,4,4,2,7,0.235117,0.245809,0,0.005224,0.005224,0.000595,0,0.912402,0.509384,0.918084,0.023438,"#4269d0"
algebraic thinking,algebraic thinking,22,22,4,5,0.297829,0.321988,17304.039421,0.046045,0.046044,0.002717,0,0.856503,0.153728,0.658082,0.164062,"#6cc5b0"
autistic students,autistic students,3,3,2,6,0.235159,0.246945,0,0.004688,0.004688,0.00043,0,0.672238,0.914162,0.933878,0.015625,"#4269d0"
digital formative assessment,digital formative assessment,2,2,4,6,0.266733,0.282607,0,0.017883,0.017883,0.000317,0,0.787705,0.233751,0.952536,0.007812,"#6cc5b0"
early algebra,early algebra,7,7,2,6,0.265563,0.283221,830.966526,0.018569,0.018569,0.00085,0,0.786297,0.470172,0.879427,0.046875,"#4269d0"
function aspects,function aspects,4,4,4,6,0.277523,0.292825,0,0.020186,0.020186,0.000507,0,0.88396,0.350354,0.924659,0.023438,"#6cc5b0"
generalisations,generalisations,4,4,4,6,0.229641,0.240383,0,0.003729,0.003729,0.0006,0,0.87314,0.368924,0.922617,0.023438,"#6cc5b0"
inductive reasoning; deductive reasoning; variables,inductive reasoning; deductive reasoning; variables,1,1,4,6,0.229522,0.239256,0,0.003,0.003,0.000218,0,0.839235,0.137167,0.967766,0,"#6cc5b0"
number series,number series,4,4,4,6,0.229641,0.240383,0,0.003729,0.003729,0.0006,0,0.837159,0.310306,0.921383,0.023438,"#6cc5b0"
pattern,pattern,4,4,4,6,0.229641,0.240383,0,0.003729,0.003729,0.0006,0,0.841203,0.297034,0.919789,0.023438,"#6cc5b0"
patterns and structures,patterns and structures,4,4,4,6,0.229641,0.240383,0,0.003729,0.003729,0.0006,0,0.88074,0.379743,0.9217,0.023438,"#6cc5b0"
properties and relations,properties and relations,4,4,4,6,0.229641,0.240383,0,0.003729,0.003729,0.0006,0,0.848803,0.307853,0.922799,0.023438,"#6cc5b0"
relationship,relationship,4,4,4,6,0.229641,0.240383,0,0.003729,0.003729,0.0006,0,0.825515,0.312758,0.920479,0.023438,"#6cc5b0"
repeating patterns,repeating patterns,6,6,2,6,0.247628,0.263211,807.792426,0.007331,0.007331,0.000768,0,0.744792,0.53118,0.8921,0.039062,"#4269d0"
representation-based proofs,representation-based proofs,4,4,4,6,0.229641,0.240383,0,0.003729,0.003729,0.0006,0,0.869096,0.382196,0.922139,0.023438,"#6cc5b0"
seeds of algebraic thinking,seeds of algebraic thinking,4,4,1,6,0.24355,0.258615,0,0.00973,0.00973,0.000537,0,0.372129,0.291851,0.918939,0.023438,"#efb118"
understanding regularity,understanding regularity,4,4,4,6,0.229641,0.240383,0,0.003729,0.003729,0.0006,0,0.829559,0.299486,0.919804,0.023438,"#6cc5b0"
video clubs,video clubs,4,4,1,6,0.24355,0.258615,0,0.00973,0.00973,0.000537,0,0.376173,0.278579,0.918634,0.023438,"#efb118"
algorithmic bias,algorithmic bias,3,3,2,6,0.245527,0.258189,0,0.009035,0.009035,0.000442,0,0.644907,0.873933,0.928431,0.015625,"#4269d0"
kom-framework,kom-framework,3,3,2,6,0.245527,0.258189,0,0.009035,0.009035,0.000442,0,0.641053,0.886581,0.932095,0.015625,"#4269d0"
mathematical models,mathematical models,18,18,2,5,0.31325,0.338079,11924.003782,0.06911,0.069111,0.00211,0,0.879215,0.714213,0.708187,0.132812,"#4269d0"
algorithmic literacy,algorithmic literacy,4,4,1,6,0.271079,0.289156,0,0.023794,0.023794,0.000537,0,0.384214,0.330655,0.923145,0.023438,"#efb118"
critical thinking,critical thinking,7,7,1,6,0.271245,0.290283,3984,0.024126,0.024126,0.000988,0,0.675037,0.24273,0.873245,0.046875,"#efb118"
learning processes,learning processes,4,4,1,6,0.271079,0.289156,0,0.023794,0.023794,0.000537,0,0.38017,0.343927,0.91876,0.023438,"#efb118"
reflection,reflection,14,14,1,5,0.294274,0.319008,3384.203603,0.052827,0.052827,0.001556,0,0.55565,0.216973,0.786887,0.101562,"#efb118"
algorithmic thinking,algorithmic thinking,2,2,2,7,0.216669,0.22697,0,0.001863,0.001863,0.000376,0,0.665528,0.467344,0.951653,0.007812,"#4269d0"
modular arithmetic,modular arithmetic,2,2,2,7,0.216669,0.22697,0,0.001863,0.001863,0.000376,0,0.661864,0.479369,0.947722,0.007812,"#4269d0"
alternative proofs,alternative proofs,3,3,1,7,0.212722,0.221643,0,0.001064,0.001064,0.000462,0,0.483516,0.13098,0.93,0.015625,"#efb118"
ambitious mathematics teaching,ambitious mathematics teaching,3,3,1,7,0.261339,0.277001,0,0.017113,0.017113,0.000489,0,0.573701,0.029117,0.946606,0.015625,"#efb118"
talk moves,talk moves,3,3,1,7,0.261339,0.277001,0,0.017113,0.017113,0.000489,0,0.562604,0.031455,0.941055,0.015625,"#efb118"
teaching moves,teaching moves,3,3,1,7,0.261339,0.277001,0,0.017113,0.017113,0.000489,0,0.566458,0.018806,0.941071,0.015625,"#efb118"
analogical models,analogical models,4,4,3,6,0.228773,0.237603,0,0.00251,0.00251,0.000583,0,0.13299,0.527351,0.918789,0.023438,"#ff725c"
graphs,graphs,11,11,3,5,0.296371,0.314751,6314.902409,0.030992,0.030992,0.001281,0,0.131852,0.343755,0.821097,0.078125,"#ff725c"
mental image,mental image,4,4,3,6,0.228773,0.237603,0,0.00251,0.00251,0.000583,0,0.121346,0.529803,0.920106,0.023438,"#ff725c"
solution,solution,4,4,3,6,0.228773,0.237603,0,0.00251,0.00251,0.000583,0,0.12539,0.516531,0.915754,0.023438,"#ff725c"
system of equations,system of equations,4,4,3,6,0.228773,0.237603,0,0.00251,0.00251,0.000583,0,0.113746,0.518984,0.921317,0.023438,"#ff725c"
analysis,analysis,8,8,0,7,0.218197,0.230648,5308,0.001474,0.001474,0.001105,0,0.3914,0.722888,0.862346,0.054688,"#ff8ab7"
didactic transposition,didactic transposition,15,15,0,6,0.272077,0.292612,14193.424794,0.016967,0.016967,0.001815,0,0.340377,0.693142,0.756659,0.109375,"#ff8ab7"
goals-actions model,goals-actions model,4,4,0,8,0.179211,0.186433,0,0.000119,0.000119,0.000635,0,0.391768,0.637626,0.927621,0.023438,"#ff8ab7"
mathematical worldviews,mathematical worldviews,4,4,0,8,0.179211,0.186433,0,0.000119,0.000119,0.000635,0,0.403411,0.635173,0.925728,0.023438,"#ff8ab7"
structuralist praxeologies,structuralist praxeologies,4,4,0,7,0.218054,0.229146,0,0.001445,0.001445,0.000563,0,0.421693,0.62831,0.919436,0.023438,"#ff8ab7"
teaching approach,teaching approach,4,4,0,8,0.179211,0.186433,0,0.000119,0.000119,0.000635,0,0.399367,0.648445,0.926615,0.023438,"#ff8ab7"
the derivative concept,the derivative concept,4,4,0,8,0.179211,0.186433,0,0.000119,0.000119,0.000635,0,0.411011,0.645993,0.925179,0.023438,"#ff8ab7"
topology,topology,4,4,0,7,0.218054,0.229146,0,0.001445,0.001445,0.000563,0,0.425737,0.615038,0.919883,0.023438,"#ff8ab7"
analysis of teaching,analysis of teaching,3,3,2,6,0.290993,0.30844,0,0.036109,0.03611,0.000429,0,0.663212,0.92222,0.936434,0.015625,"#4269d0"
lesson planning,lesson planning,5,5,2,6,0.293495,0.312572,399.287158,0.042705,0.042706,0.000674,0,0.610574,0.626154,0.910017,0.03125,"#4269d0"
analytical thinking,analytical thinking,4,4,1,7,0.242573,0.255138,0,0.007987,0.007987,0.000584,0,0.296402,0.270092,0.926792,0.023438,"#efb118"
polya’s method,polya’s method,4,4,1,7,0.242573,0.255138,0,0.007987,0.007987,0.000584,0,0.308046,0.26764,0.927238,0.023438,"#efb118"
reflection as a learning method,reflection as a learning method,4,4,1,7,0.242573,0.255138,0,0.007987,0.007987,0.000584,0,0.288802,0.259273,0.929493,0.023438,"#efb118"
systematic problem solving,systematic problem solving,4,4,1,7,0.242573,0.255138,0,0.007987,0.007987,0.000584,0,0.300446,0.25682,0.925912,0.023438,"#efb118"
